dim1,dim2,label
8064,128,m
8320,128,m
8576,128,m
9088,128,m
9600,128,m
9856,128,m
10112,128,m
10624,128,m
10880,128,m
27520,128,f
61568,128,f
69760,128,e
70016,128,e
70272,128,s
70528,128,s
70784,128,s
71040,128,s
71296,128,s
71552,128,s
76160,128,a
76416,128,m
76672,128,m
76928,128,m
77184,128,m
77440,128,m
77696,128,m
77952,128,m
78208,128,m
78464,128,m
78720,128,m
100480,128,a
128896,128,a
129152,128,a
129408,128,a
129664,128,a
129920,128,a
130176,128,a
130432,128,a
130688,128,a
130944,128,a
131200,128,a
131456,128,a
131712,128,a
131968,128,a
132224,128,a
132480,128,a
132992,128,a
8320,384,m
8576,384,m
9088,384,m
9344,384,m
9600,384,m
9856,384,m
10112,384,m
10368,384,m
10624,384,m
10880,384,m
11136,384,m
11392,384,m
27520,384,f
42368,384,f
55424,384,f
69248,384,f
69504,384,f
69760,384,e
70016,384,e
70272,384,s
70528,384,s
70784,384,s
71040,384,s
71296,384,s
71552,384,s
71808,384,f
72064,384,f
72320,384,f
72576,384,f
72832,384,s
76160,384,a
76416,384,m
76672,384,m
76928,384,m
77184,384,m
77440,384,m
77696,384,m
77952,384,m
78208,384,m
78464,384,m
78720,384,m
129408,384,a
129664,384,a
129920,384,a
130176,384,a
130432,384,a
130688,384,a
130944,384,a
131200,384,a
131456,384,a
131712,384,a
131968,384,a
132224,384,a
132480,384,a
132736,384,a
8576,640,m
9344,640,m
9600,640,m
9856,640,m
10112,640,m
10368,640,m
10624,640,m
10880,640,m
11136,640,m
11392,640,m
11648,640,m
20352,640,a
20608,640,a
35968,640,f
36224,640,f
42112,640,f
55168,640,f
69248,640,f
69504,640,f
69760,640,e
70016,640,e
70272,640,s
70528,640,s
70784,640,s
71040,640,s
71296,640,s
71552,640,s
71808,640,f
72064,640,f
72320,640,f
72576,640,f
72832,640,s
73088,640,e
76416,640,m
76672,640,m
76928,640,m
77184,640,m
77440,640,m
77696,640,m
77952,640,m
78208,640,m
78464,640,m
78720,640,m
129664,640,a
129920,640,a
130176,640,a
130432,640,a
130688,640,a
130944,640,a
131200,640,a
131456,640,a
131712,640,a
131968,640,a
132224,640,a
132480,640,a
132736,640,a
132992,640,a
9600,896,m
9856,896,m
10112,896,m
10368,896,m
10624,896,m
10880,896,m
11136,896,m
11392,896,m
20352,896,a
35456,896,f
36224,896,f
42112,896,f
43904,896,f
44160,896,f
54912,896,f
55168,896,f
69504,896,f
69760,896,f
70016,896,e
70272,896,s
70528,896,s
70784,896,s
71040,896,s
71296,896,s
71552,896,s
71808,896,f
72064,896,f
72320,896,f
72576,896,s
72832,896,e
73088,896,e
73344,896,e
76672,896,m
76928,896,m
77184,896,m
77440,896,m
77952,896,m
78208,896,m
129920,896,a
130176,896,a
130432,896,a
130688,896,a
130944,896,a
131200,896,a
131456,896,a
131712,896,a
131968,896,a
132224,896,a
132480,896,a
132736,896,a
132992,896,a
9856,1152,m
10112,1152,m
