dim1,dim2,label
35968,2432,a
49280,2432,a
49536,2432,a
49024,2688,a
49280,2688,a
45440,3968,a
44672,4224,a
44928,4224,a
51584,5760,a
51840,5760,a
40064,6016,a
40320,6016,a
40576,6016,a
43136,6016,a
48768,6016,a
50048,6016,a
50304,6016,a
51328,6016,a
51584,6016,m
40064,6272,a
48256,6272,a
48768,6272,a
49024,6272,a
49280,6272,a
49536,6272,a
49792,6272,a
50048,6272,a
50304,6272,a
50560,6272,a
50816,6272,a
51072,6272,a
51584,6272,a
40064,6528,a
48768,6528,a
49536,6528,a
49792,6528,a
50048,6528,a
50304,6528,a
50560,6528,a
50816,6528,a
51072,6528,a
51840,6528,m
40320,6784,a
48000,6784,a
49792,6784,a
50048,6784,a
50304,6784,a
50560,6784,a
50816,6784,a
51072,6784,a
51328,6784,a
52096,6784,a
40320,7040,a
50560,7040,a
50816,7040,a
51072,7040,a
51328,7040,a
51584,7040,a
51840,7040,a
50816,7296,a
51072,7296,a
51328,7296,a
51840,7296,a
52864,7296,a
53376,7296,a
54144,7296,a
41088,7552,a
43648,7552,a
51584,7552,a
51840,7552,a
52608,7552,a
52864,7552,a
53120,7552,a
53632,7552,a
42368,7808,a
51840,7808,m
53632,7808,a
55424,7808,a
42880,8064,a
51840,8064,a
52096,8064,a
52864,8064,a
53120,8064,a
56448,8064,a
56960,8064,a
43136,8320,a
43392,8320,a
51840,8320,a
52096,8320,m
52352,8320,a
53120,8320,a
53376,8320,a
54656,8320,a
56448,8320,a
58240,8320,a
42880,8576,a
43648,8576,a
51840,8576,a
52096,8576,a
52352,8576,a
53120,8576,a
54400,8576,a
15488,8832,a
41088,8832,a
41344,8832,a
41856,8832,a
42112,8832,a
42880,8832,a
53120,8832,a
54400,8832,a
55424,8832,a
56448,8832,a
14208,9088,a
14464,9088,a
40832,9088,a
42112,9088,a
42880,9088,a
43136,9088,a
43648,9088,a
44416,9088,a
45184,9088,a
45440,9088,a
52864,9088,a
53120,9088,a
54400,9088,a
13440,9344,a
16256,9344,a
16512,9344,a
17280,9344,a
40576,9344,a
44672,9344,a
45440,9344,a
45696,9344,a
54656,9344,a
56960,9344,a
59776,9344,a
12928,9600,a
15488,9600,a
40320,9600,a
44928,9600,a
45696,9600,a
45952,9600,a
54400,9600,a
54912,9600,a
12672,9856,a
15488,9856,a
15744,9856,a
40320,9856,a
40576,9856,a
40832,9856,a
45184,9856,a
54400,9856,a
12416,10112,a
15744,10112,a
41088,10112,a
41344,10112,a
45440,10112,a
51328,10112,a
12416,10368,a
15744,10368,a
41344,10368,a
54400,10368,a
55168,10368,a
11904,10624,a
19328,10624,a
30336,10624,a
41344,10624,a
41600,10624,a
51072,10624,m
11648,10880,a
15744,10880,a
16000,10880,a
16256,10880,a
30080,10880,a
30336,10880,a
41344,10880,a
41600,10880,a
51072,10880,m
51328,10880,m
51584,10880,m
11648,11136,a
11904,11136,a
12672,11136,a
15232,11136,a
15488,11136,a
15744,11136,a
16000,11136,a
16256,11136,a
16512,11136,a
16768,11136,a
21120,11136,a
30080,11136,a
30336,11136,a
31360,11136,a
31616,11136,a
41856,11136,a
51072,11136,m
51328,11136,m
56704,11136,a
11648,11392,a
11904,11392,a
12160,11392,a
12416,11392,a
12672,11392,a
16000,11392,a
16256,11392,a
30336,11392,a
32128,11392,a
41856,11392,a
56704,11392,a
59264,11392,a
10112,11648,a
11392,11648,a
11648,11648,a
11904,11648,a
12160,11648,a
12416,11648,a
12672,11648,a
41856,11648,a
9344,11904,a
9600,11904,a
10368,11904,a
11136,11904,m
11648,11904,a
11904,11904,a
12160,11904,a
12416,11904,a
30080,11904,a
33152,11904,a
42112,11904,a
8832,12160,a
9088,12160,a
9344,12160,a
9600,12160,a
9856,12160,a
11904,12160,a
12416,12160,a
31104,12160,a
32640,12160,a
42368,12160,a
8576,12416,a
8832,12416,a
9088,12416,a
9344,12416,a
9600,12416,a
9856,12416,a
42624,12416,a
8576,12672,a
8832,12672,a
9088,12672,a
9344,12672,a
9600,12672,a
9856,12672,a
10112,12672,a
10368,12672,a
31104,12672,a
31360,12672,a
43136,12672,a
52352,12672,a
52608,12672,a
8320,12928,a
8576,12928,a
8832,12928,a
9088,12928,a
9344,12928,a
9600,12928,a
9856,12928,a
10112,12928,a
10368,12928,a
31104,12928,a
42880,12928,a
43136,12928,a
8320,13184,a
8576,13184,a
8832,13184,a
9088,13184,a
9344,13184,a
9600,13184,a
9856,13184,a
10112,13184,a
10368,13184,m
31616,13184,a
31872,13184,a
32128,13184,a
42880,13184,a
43136,13184,a
48512,13184,a
56192,13184,a
60544,13184,a
8320,13440,a
8832,13440,a
9088,13440,a
9344,13440,a
9600,13440,a
9856,13440,a
10112,13440,a
31872,13440,a
33920,13440,a
42880,13440,a
44160,13440,a
48512,13440,a
60544,13440,a
8320,13696,a
8832,13696,a
9088,13696,a
9344,13696,a
9600,13696,a
9856,13696,a
31104,13696,a
31872,13696,a
33408,13696,m
42880,13696,a
60800,13696,a
8576,13952,a
8832,13952,a
9088,13952,a
9344,13952,a
9600,13952,a
9856,13952,a
31616,13952,a
31872,13952,a
33408,13952,m
42880,13952,a
61056,13952,a
8064,14208,a
8576,14208,a
8832,14208,a
9088,14208,a
9344,14208,a
9600,14208,a
9856,14208,a
23424,14208,a
23936,14208,a
31616,14208,a
33408,14208,a
42880,14208,a
43136,14208,a
61312,14208,a
8064,14464,a
8576,14464,a
8832,14464,a
9088,14464,a
9344,14464,a
9600,14464,a
9856,14464,a
23424,14464,a
23680,14464,a
23936,14464,a
31616,14464,a
42880,14464,a
43136,14464,a
8064,14720,a
8320,14720,a
8576,14720,a
8832,14720,a
9088,14720,a
9344,14720,a
9600,14720,a
9856,14720,a
23424,14720,a
34176,14720,a
42624,14720,a
43136,14720,a
54912,14720,a
7808,14976,a
9600,14976,a
9856,14976,a
42624,14976,a
42880,14976,a
43648,14976,a
43904,14976,a
44160,14976,a
44416,14976,a
50304,14976,a
50560,14976,a
52352,14976,a
52608,14976,a
52864,14976,a
54912,14976,a
7808,15232,a
42624,15232,a
43136,15232,a
43392,15232,a
43648,15232,a
43904,15232,a
44160,15232,a
44416,15232,a
51072,15232,a
16000,15488,a
24448,15488,a
43648,15488,a
43904,15488,a
44160,15488,a
44416,15488,a
44672,15488,a
51584,15488,a
53632,15488,a
7808,15744,a
24192,15744,a
24448,15744,a
44160,15744,a
44416,15744,a
44672,15744,a
44928,15744,a
51584,15744,a
53632,15744,a
53888,15744,a
61824,15744,a
7808,16000,a
8064,16000,a
10624,16000,a
34688,16000,a
43904,16000,a
44160,16000,a
44416,16000,a
44672,16000,a
44928,16000,a
45184,16000,a
46464,16000,a
46720,16000,a
46976,16000,a
51584,16000,a
51840,16000,a
52608,16000,a
52864,16000,a
53376,16000,a
8064,16256,a
25216,16256,a
25728,16256,a
35200,16256,a
44416,16256,a
44672,16256,a
44928,16256,a
45184,16256,a
45440,16256,a
45696,16256,a
45952,16256,a
46208,16256,a
46464,16256,a
46720,16256,a
46976,16256,a
47232,16256,a
51840,16256,a
58240,16256,a
58752,16256,a
59008,16256,a
7552,16512,a
8064,16512,a
25216,16512,a
25472,16512,a
26240,16512,m
45440,16512,a
45696,16512,a
45952,16512,a
46208,16512,a
46464,16512,a
46720,16512,a
46976,16512,a
47232,16512,a
47488,16512,a
55424,16512,a
55680,16512,a
55936,16512,a
56704,16512,a
58240,16512,a
7552,16768,a
8064,16768,a
8320,16768,a
24960,16768,a
26752,16768,a
42368,16768,a
42624,16768,a
43136,16768,a
43392,16768,a
45696,16768,a
45952,16768,a
46208,16768,a
46464,16768,a
46720,16768,a
46976,16768,a
47232,16768,a
47488,16768,a
47744,16768,a
48000,16768,a
57216,16768,a
57472,16768,a
57728,16768,a
57984,16768,a
58496,16768,a
58752,16768,a
7552,17024,a
7808,17024,a
8064,17024,a
8320,17024,a
24960,17024,a
34944,17024,a
36224,17024,a
41856,17024,a
42112,17024,a
42368,17024,a
42624,17024,a
42880,17024,a
43136,17024,a
44416,17024,a
44672,17024,a
44928,17024,a
45184,17024,a
45440,17024,a
45952,17024,a
46208,17024,a
46464,17024,a
46720,17024,a
46976,17024,a
47232,17024,a
47488,17024,a
47744,17024,a
48000,17024,a
58752,17024,a
59008,17024,a
61056,17024,a
61824,17024,a
7808,17280,a
8320,17280,a
24960,17280,a
27008,17280,a
34688,17280,m
41856,17280,a
42112,17280,a
42624,17280,a
43392,17280,a
43648,17280,a
43904,17280,a
44160,17280,a
44928,17280,a
45184,17280,a
45440,17280,a
45696,17280,a
45952,17280,a
46208,17280,a
46464,17280,a
46720,17280,a
46976,17280,a
47232,17280,a
47488,17280,a
47744,17280,a
48000,17280,a
56192,17280,a
56448,17280,a
56704,17280,a
56960,17280,a
57472,17280,a
59008,17280,a
60800,17280,a
61824,17280,a
67200,17280,a
7808,17536,a
24960,17536,a
27008,17536,a
34688,17536,a
41856,17536,a
42112,17536,a
42368,17536,a
42624,17536,a
42880,17536,a
43136,17536,a
