dim1,dim2,label
128,128,a
384,128,a
640,128,a
896,128,a
22400,128,a
23424,128,a
23680,128,a
27520,128,a
27776,128,a
28032,128,a
28288,128,a
28800,128,a
29056,128,a
29312,128,a
29568,128,a
29824,128,a
30080,128,a
30336,128,a
30592,128,a
30848,128,a
31104,128,a
31360,128,a
31616,128,a
31872,128,a
32128,128,a
32384,128,a
40320,128,a
43648,128,a
44672,128,a
44928,128,a
45184,128,a
45440,128,a
50048,128,a
50304,128,a
72832,128,a
73088,128,a
73344,128,a
73856,128,a
74112,128,a
74368,128,a
74624,128,a
74880,128,a
75136,128,a
75392,128,a
75648,128,a
75904,128,a
76160,128,a
76416,128,a
76672,128,a
76928,128,a
77184,128,a
77952,128,a
78208,128,a
23168,384,a
23424,384,a
23680,384,a
23936,384,a
24192,384,a
27264,384,a
27520,384,a
27776,384,a
28032,384,a
28288,384,a
28544,384,a
28800,384,a
29056,384,a
29312,384,a
29568,384,a
29824,384,a
30080,384,a
31360,384,a
31616,384,a
31872,384,a
32128,384,a
32384,384,a
43136,384,a
43392,384,a
43648,384,a
44416,384,a
44672,384,a
50048,384,a
50304,384,a
72576,384,a
73600,384,a
73856,384,a
74112,384,a
74368,384,a
74624,384,a
74880,384,a
75136,384,a
75392,384,a
75648,384,a
75904,384,a
76160,384,a
76416,384,a
76672,384,a
76928,384,a
77184,384,a
77440,384,a
77952,384,a
78976,384,a
80256,384,a
24192,640,a
24448,640,a
24704,640,a
25472,640,a
25728,640,a
27520,640,a
27776,640,a
28032,640,a
42624,640,a
42880,640,a
43136,640,a
43392,640,a
43648,640,a
43904,640,a
72832,640,a
73088,640,a
73344,640,a
73600,640,a
73856,640,a
74112,640,a
74368,640,a
74624,640,a
74880,640,a
75136,640,a
75392,640,a
75648,640,a
75904,640,a
76160,640,a
76416,640,a
76672,640,a
76928,640,a
77184,640,a
77440,640,a
77696,640,a
77952,640,a
78208,640,a
79744,640,a
25728,896,a
39296,896,a
39552,896,a
40832,896,a
41088,896,a
41344,896,a
41856,896,a
42112,896,a
42368,896,a
42624,896,a
74368,896,a
74624,896,a
74880,896,a
75136,896,a
75392,896,a
75648,896,a
75904,896,a
76160,896,a
76416,896,a
76672,896,a
76928,896,a
77184,896,a
77440,896,a
77696,896,a
77952,896,a
78208,896,a
79232,896,a
79744,896,a
103296,896,a
103552,896,a
39296,1152,a
39808,1152,a
40064,1152,a
40832,1152,a
41088,1152,a
41344,1152,a
41600,1152,a
41856,1152,a
42112,1152,a
42368,1152,a
68992,1152,a
74112,1152,a
74368,1152,a
74624,1152,a
74880,1152,a
75136,1152,a
75392,1152,a
75648,1152,a
75904,1152,a
76160,1152,a
76416,1152,a
76672,1152,a
76928,1152,a
77184,1152,a
77440,1152,a
77696,1152,a
77952,1152,a
78208,1152,a
79232,1152,a
95616,1152,a
96640,1152,a
40320,1408,a
41088,1408,a
41344,1408,a
41600,1408,a
41856,1408,a
42112,1408,a
42368,1408,a
74112,1408,a
74368,1408,a
74624,1408,a
74880,1408,a
75136,1408,a
75392,1408,a
75648,1408,a
75904,1408,a
76160,1408,a
76416,1408,a
76672,1408,a
76928,1408,a
77184,1408,a
77440,1408,a
77696,1408,a
77952,1408,a
78208,1408,a
78464,1408,a
78720,1408,a
78976,1408,a
52864,1664,a
73856,1664,a
74112,1664,a
74368,1664,a
74624,1664,a
74880,1664,a
75136,1664,a
75392,1664,a
75648,1664,a
75904,1664,a
76160,1664,a
76416,1664,a
76672,1664,a
76928,1664,a
77184,1664,a
77440,1664,a
77952,1664,a
78720,1664,a
78976,1664,a
52096,1920,a
73856,1920,a
74112,1920,a
74368,1920,a
74624,1920,a
74880,1920,a
75136,1920,a
75392,1920,a
75648,1920,a
75904,1920,a
76160,1920,a
76416,1920,a
76672,1920,a
76928,1920,a
77184,1920,a
77440,1920,a
77696,1920,a
77952,1920,a
78208,1920,a
78464,1920,a
78720,1920,a
78976,1920,a
79232,1920,a
51840,2176,a
52096,2176,a
52352,2176,a
71040,2176,a
74112,2176,a
74368,2176,a
74624,2176,a
74880,2176,a
75136,2176,a
75392,2176,a
75648,2176,a
75904,2176,a
76160,2176,a
76416,2176,a
76672,2176,a
76928,2176,a
77184,2176,a
77440,2176,a
77696,2176,a
77952,2176,a
78208,2176,a
78464,2176,a
78720,2176,a
78976,2176,a
52096,2432,a
52352,2432,a
71040,2432,a
71296,2432,a
74112,2432,a
74368,2432,a
74624,2432,a
74880,2432,a
75136,2432,a
75392,2432,a
75648,2432,a
75904,2432,a
76160,2432,a
76416,2432,a
76672,2432,a
76928,2432,a
77184,2432,a
77440,2432,a
77696,2432,a
77952,2432,a
78208,2432,a
78464,2432,a
78720,2432,a
78976,2432,a
51840,2688,a
52352,2688,a
70784,2688,a
71040,2688,a
71296,2688,a
73600,2688,a
73856,2688,a
74112,2688,a
74368,2688,a
74624,2688,a
74880,2688,a
75136,2688,a
75392,2688,a
75904,2688,a
76416,2688,a
76672,2688,a
76928,2688,a
77440,2688,a
77696,2688,a
77952,2688,a
78720,2688,a
78976,2688,a
51584,2944,a
70784,2944,a
75136,2944,a
75904,2944,a
76160,2944,a
76416,2944,a
76672,2944,a
76928,2944,a
77184,2944,a
77440,2944,a
77696,2944,a
77952,2944,a
78208,2944,a
78720,2944,a
50816,3200,a
70016,3200,a
70784,3200,a
75904,3200,a
76160,3200,a
76416,3200,a
76928,3200,a
77184,3200,a
77952,3200,a
78208,3200,a
78720,3200,a
79232,3200,a
79488,3200,a
104320,3200,a
50560,3456,a
50816,3456,a
75904,3456,a
76160,3456,a
76416,3456,a
76928,3456,a
77184,3456,a
77696,3456,a
77952,3456,a
78208,3456,a
79232,3456,a
43904,3712,a
48768,3712,a
49536,3712,a
72064,3712,a
76928,3712,a
77184,3712,a
77440,3712,a
77696,3712,a
42112,3968,a
45952,3968,a
47488,3968,a
47744,3968,a
48256,3968,a
48512,3968,a
48768,3968,a
74880,3968,a
76928,3968,a
77184,3968,a
41856,4224,a
42112,4224,a
47232,4224,a
47488,4224,a
48512,4224,a
48768,4224,a
49024,4224,a
49280,4224,a
46976,4480,a
47232,4480,a
74368,4480,a
73600,6016,a
74112,6016,a
45696,6272,a
46464,7040,a
46720,7296,f
52352,7296,a
48768,7552,f
52352,7552,a
44928,8064,f
44160,8320,a
44416,8320,a
54400,8320,f
44160,8576,a
45696,8576,f
54400,8576,f
45440,8832,a
51328,8832,f
51584,8832,f
51328,9088,f
51584,9088,f
51840,9088,f
55936,9088,a
46208,9344,a
46464,9344,f
51328,9344,f
51584,9344,f
52096,9344,f
55680,9344,f
46720,9600,f
51328,9600,f
46976,9856,f
52864,9856,f
55936,9856,f
37248,10112,f
37504,10112,f
50560,10112,a
51328,10112,f
54656,10112,f
37504,10368,f
37760,10368,f
51584,10368,f
52864,10368,f
53120,10368,f
53376,10368,f
54400,10368,f
54656,10368,f
54912,10368,f
46976,10624,a
51840,10624,f
52864,10624,f
53120,10624,f
53376,10624,f
53632,10624,f
55936,10624,f
61824,10624,f
43136,10880,a
43392,10880,a
51840,10880,f
52096,10880,f
52352,10880,f
53376,10880,f
53632,10880,f
53888,10880,f
61568,10880,f
61824,10880,f
40832,11136,f
42624,11136,f
43392,11136,a
48512,11136,f
48768,11136,f
49024,11136,f
49280,11136,f
51840,11136,f
52096,11136,f
52352,11136,f
53376,11136,f
53888,11136,f
58240,11136,f
48512,11392,f
48768,11392,f
49024,11392,f
51840,11392,f
58240,11392,f
58496,11392,f
48256,11648,f
51840,11648,f
52352,11648,f
52608,11648,f
52864,11648,f
57472,11648,f
57984,11648,f
58240,11648,f
58496,11648,f
58752,11648,f
61312,11648,f
65152,11648,f
38784,11904,f
48256,11904,f
48512,11904,f
48768,11904,f
49536,11904,f
49792,11904,f
50048,11904,f
50816,11904,f
53888,11904,f
54144,11904,f
57728,11904,f
57984,11904,f
42112,12160,f
48512,12160,f
48768,12160,f
49024,12160,f
49280,12160,f
50304,12160,f
50816,12160,f
51584,12160,f
52096,12160,f
57216,12160,f
57472,12160,f
57728,12160,f
43904,12416,f
47744,12416,f
48000,12416,f
48256,12416,f
48512,12416,f
52096,12416,f
52352,12416,f
56448,12416,s
56704,12416,s
56960,12416,s
57216,12416,f
57472,12416,f
68224,12416,f
71296,12416,a
39552,12672,f
43904,12672,f
44160,12672,f
47488,12672,a
47744,12672,f
48000,12672,f
48256,12672,f
48512,12672,f
48768,12672,f
49024,12672,f
49280,12672,f
49536,12672,f
49792,12672,f
50560,12672,f
50816,12672,f
51072,12672,f
51328,12672,f
56192,12672,s
56448,12672,s
56704,12672,s
56960,12672,s
57216,12672,s
43648,12928,f
43904,12928,f
47488,12928,a
47744,12928,f
48000,12928,f
49024,12928,f
49280,12928,f
49792,12928,f
50048,12928,f
51072,12928,f
51328,12928,f
51584,12928,f
55680,12928,f
55936,12928,s
56192,12928,s
56448,12928,s
56704,12928,s
66688,12928,f
51072,13184,f
51328,13184,f
52096,13184,f
52352,13184,f
52864,13184,f
55424,13184,f
55680,13184,s
55936,13184,s
56192,13184,s
56448,13184,s
72832,13184,f
39040,13440,f
43904,13440,f
44672,13440,f
52096,13440,f
53888,13440,f
55168,13440,f
55424,13440,s
55680,13440,s
55936,13440,s
56192,13440,s
56448,13440,s
62592,13440,f
37504,13696,f
39552,13696,f
39808,13696,f
53376,13696,f
53632,13696,f
54656,13696,f
54912,13696,s
55168,13696,s
55424,13696,s
55680,13696,s
55936,13696,s
69248,13696,a
39808,13952,f
42624,13952,f
44416,13952,f
49280,13952,f
49536,13952,f
53632,13952,f
54400,13952,s
54656,13952,s
54912,13952,s
55168,13952,s
55424,13952,s
55680,13952,s
57216,13952,f
58496,13952,f
65920,13952,f
66176,13952,f
69760,13952,f
75904,13952,f
76416,13952,f
96128,13952,a
44416,14208,f
44672,14208,f
45184,14208,f
45440,14208,f
49280,14208,f
53120,14208,f
54400,14208,s
54656,14208,s
54912,14208,s
55168,14208,s
55424,14208,s
55680,14208,s
58496,14208,f
62080,14208,f
95872,14208,a
44672,14464,f
44928,14464,f
45184,14464,f
45440,14464,f
45696,14464,f
50560,14464,f
50816,14464,f
51328,14464,f
53120,14464,f
54144,14464,s
54400,14464,s
54656,14464,s
54912,14464,s
55168,14464,s
55424,14464,s
60544,14464,f
60800,14464,f
62080,14464,f
38528,14720,f
44416,14720,f
44672,14720,f
44928,14720,f
45696,14720,f
50816,14720,f
51072,14720,f
51328,14720,f
54400,14720,s
54656,14720,s
54912,14720,s
55168,14720,s
55424,14720,s
