dim1,dim2,label
23936,2688,e
24192,2688,e
24448,2688,e
25216,2688,f
23936,2944,e
24192,2944,e
24448,2944,f
24704,2944,f
24960,2944,f
25216,2944,f
25472,2944,f
22912,3200,e
23168,3200,e
23424,3200,e
23680,3200,e
23936,3200,e
24192,3200,f
24448,3200,f
24704,3200,f
24960,3200,f
25216,3200,f
25472,3200,f
25728,3200,f
22656,3456,f
22912,3456,f
23168,3456,f
23424,3456,f
23680,3456,f
23936,3456,f
24192,3456,f
24448,3456,f
24704,3456,f
25216,3456,f
25472,3456,f
25728,3456,f
25984,3456,f
22400,3712,s
22656,3712,f
22912,3712,f
23168,3712,f
23424,3712,f
23680,3712,f
23936,3712,f
24192,3712,f
24448,3712,f
24704,3712,f
24960,3712,f
25216,3712,f
25472,3712,f
25728,3712,f
25984,3712,f
26240,3712,f
27520,3712,s
27776,3712,s
28032,3712,s
29568,3712,s
21888,3968,s
22144,3968,s
22400,3968,s
22656,3968,f
22912,3968,f
23168,3968,f
23424,3968,f
23680,3968,f
23936,3968,f
24192,3968,f
24448,3968,f
24704,3968,f
24960,3968,f
25216,3968,f
25472,3968,f
25728,3968,f
25984,3968,f
26240,3968,f
26496,3968,s
26752,3968,s
27008,3968,s
27264,3968,s
27520,3968,s
27776,3968,s
28032,3968,s
28288,3968,s
28544,3968,e
28800,3968,e
29056,3968,e
29568,3968,s
21888,4224,s
22144,4224,s
22400,4224,s
22656,4224,s
22912,4224,s
23168,4224,f
23424,4224,f
23680,4224,f
23936,4224,f
24192,4224,f
24448,4224,f
24704,4224,f
24960,4224,f
25216,4224,f
25472,4224,f
25728,4224,f
25984,4224,f
26240,4224,s
26496,4224,s
26752,4224,s
27008,4224,s
27264,4224,s
27520,4224,s
27776,4224,s
28032,4224,s
28288,4224,e
28544,4224,e
28800,4224,e
29056,4224,e
29312,4224,s
29568,4224,s
21632,4480,s
21888,4480,s
22144,4480,s
22400,4480,s
22656,4480,s
22912,4480,s
23168,4480,f
23424,4480,f
23680,4480,f
23936,4480,f
24192,4480,f
24448,4480,f
24704,4480,f
24960,4480,f
25216,4480,f
25472,4480,f
25728,4480,f
25984,4480,s
26240,4480,s
26496,4480,s
26752,4480,s
27008,4480,s
27264,4480,s
27520,4480,s
27776,4480,s
28032,4480,s
28288,4480,e
28544,4480,e
29568,4480,s
21632,4736,s
21888,4736,s
22144,4736,s
22400,4736,s
22656,4736,s
22912,4736,s
23168,4736,s
23424,4736,s
23680,4736,f
23936,4736,f
24192,4736,f
24448,4736,f
24704,4736,f
24960,4736,f
