dim1,dim2,label
17024,640,a
70272,640,a
97920,640,a
98176,640,a
70528,896,a
14464,1152,a
14720,1152,a
23168,1152,a
34944,1152,a
35200,1152,a
61056,1152,a
22656,1408,a
34944,1408,a
94336,1664,a
94592,1664,a
13696,1920,a
13952,1920,a
62336,1920,a
94336,1920,a
94592,1920,a
13440,2176,a
13696,2176,a
48512,2176,a
48768,2432,e
82304,2432,a
46208,2688,e
46464,2688,e
46720,2688,e
46976,2688,e
47744,2688,a
48000,2688,e
48256,2688,e
48768,2688,e
49024,2688,e
50048,2688,e
50304,2688,e
52864,2688,e
68736,2688,a
68992,2688,a
82304,2688,a
45696,2944,e
45952,2944,e
46208,2944,e
46464,2944,e
46720,2944,e
46976,2944,e
47232,2944,e
47488,2944,e
47744,2944,e
48000,2944,e
48256,2944,e
48512,2944,e
48768,2944,e
49024,2944,e
49280,2944,e
49536,2944,e
49792,2944,e
50048,2944,e
50304,2944,e
50560,2944,e
52864,2944,e
53120,2944,e
68736,2944,a
45184,3200,e
45440,3200,e
45696,3200,e
45952,3200,e
46208,3200,e
46464,3200,e
46720,3200,e
46976,3200,e
47232,3200,e
47488,3200,e
47744,3200,e
48000,3200,e
48256,3200,e
48512,3200,e
48768,3200,e
49024,3200,e
49280,3200,e
49536,3200,e
49792,3200,e
50048,3200,e
50304,3200,e
50560,3200,e
50816,3200,e
52352,3200,e
52608,3200,e
52864,3200,e
53120,3200,e
53376,3200,e
68480,3200,a
68736,3200,a
45440,3456,e
45696,3456,e
45952,3456,e
46208,3456,e
46464,3456,e
46720,3456,e
46976,3456,e
47232,3456,e
47488,3456,e
47744,3456,e
48000,3456,e
48256,3456,e
48512,3456,e
48768,3456,e
49024,3456,e
49280,3456,e
49536,3456,e
50048,3456,e
50304,3456,e
50560,3456,e
50816,3456,e
51072,3456,e
52096,3456,e
52352,3456,e
52608,3456,e
52864,3456,e
53120,3456,e
53376,3456,e
68480,3456,a
68736,3456,a
69248,3456,a
96896,3456,a
97152,3456,a
45184,3712,e
45440,3712,e
45696,3712,e
45952,3712,e
46208,3712,e
46464,3712,e
46720,3712,e
46976,3712,e
47232,3712,e
47488,3712,e
47744,3712,e
48000,3712,e
48256,3712,e
48512,3712,e
48768,3712,e
49024,3712,e
49280,3712,e
49536,3712,e
49792,3712,e
50304,3712,e
50560,3712,e
50816,3712,e
51072,3712,e
52352,3712,e
52608,3712,e
52864,3712,e
53120,3712,e
53376,3712,e
68736,3712,a
68992,3712,a
69248,3712,a
69504,3712,a
69760,3712,a
17536,3968,a
17792,3968,a
18048,3968,a
18304,3968,a
18560,3968,a
44672,3968,e
44928,3968,e
45184,3968,e
45440,3968,e
45696,3968,e
45952,3968,e
46208,3968,e
46464,3968,e
46720,3968,e
46976,3968,e
47232,3968,e
47488,3968,e
47744,3968,e
48000,3968,e
48256,3968,e
48512,3968,e
48768,3968,e
49024,3968,e
49280,3968,e
49536,3968,e
49792,3968,e
50304,3968,e
50560,3968,e
50816,3968,e
51072,3968,e
51328,3968,s
52096,3968,e
52352,3968,e
52608,3968,e
52864,3968,e
53120,3968,e
69760,3968,a
17280,4224,a
17536,4224,a
17792,4224,a
18048,4224,a
44160,4224,f
44416,4224,e
44672,4224,e
44928,4224,e
45184,4224,e
45440,4224,e
45696,4224,e
45952,4224,e
46208,4224,e
46464,4224,e
46720,4224,e
46976,4224,e
47232,4224,e
47488,4224,e
47744,4224,e
48000,4224,e
48256,4224,e
48512,4224,e
48768,4224,e
49024,4224,e
49280,4224,e
49536,4224,e
49792,4224,e
50048,4224,e
50560,4224,e
50816,4224,e
51072,4224,e
51328,4224,s
51584,4224,s
51840,4224,s
52096,4224,s
52352,4224,e
52608,4224,e
52864,4224,e
43136,4480,e
43904,4480,e
44160,4480,e
44416,4480,e
44672,4480,e
44928,4480,e
45184,4480,e
45440,4480,e
45696,4480,e
45952,4480,e
46208,4480,e
46464,4480,e
46720,4480,e
46976,4480,e
47232,4480,e
47488,4480,e
47744,4480,e
48000,4480,e
48256,4480,e
48512,4480,e
48768,4480,e
49024,4480,e
49280,4480,e
49536,4480,e
49792,4480,e
50048,4480,e
50304,4480,e
50560,4480,s
50816,4480,s
51072,4480,s
51328,4480,s
51584,4480,s
51840,4480,s
52096,4480,s
52352,4480,e
52608,4480,e
52864,4480,e
42880,4736,e
43136,4736,e
43392,4736,e
43648,4736,e
43904,4736,e
44160,4736,e
44416,4736,e
44672,4736,e
44928,4736,e
45184,4736,e
45440,4736,e
45696,4736,e
46208,4736,e
