dim1,dim2,label
34432,2176,f
34432,2432,f
34688,2432,f
34432,2688,f
34688,2688,f
34944,2688,s
35200,2688,s
29312,2944,f
34688,2944,f
35200,2944,s
35456,2944,f
34944,3200,s
35200,3200,s
35456,3200,s
35712,3200,s
39040,3200,f
39296,3200,f
32384,3456,f
34944,3456,f
35712,3456,s
35968,3456,f
39552,3456,f
39808,3456,f
32384,3712,f
35200,3712,f
35968,3712,f
38016,3712,f
35200,3968,f
35968,4480,f
36224,4480,f
38784,4480,f
33920,4736,f
35712,4736,f
35968,4736,f
38784,4736,f
18048,4992,f
34944,4992,f
35712,4992,f
35968,4992,f
18048,5248,s
33920,5248,f
34944,5248,f
35712,5248,f
18304,5504,s
18560,5504,s
29824,5504,f
33920,5504,f
34176,5504,f
34432,5504,f
35712,5504,f
38272,5504,f
18304,5760,s
34176,5760,f
34432,5760,f
35200,5760,f
35968,5760,f
38528,5760,f
18304,6016,s
33152,6016,f
35456,6016,f
35968,6016,f
18304,6272,f
19584,6272,s
35712,6272,f
18048,6528,f
19328,6528,s
19584,6528,s
35712,6528,f
18048,6784,f
19328,6784,s
35712,6784,f
42880,6784,f
43136,6784,f
18816,7040,s
19072,7040,s
19328,7040,s
19584,7040,s
35712,7040,f
42368,7040,f
42624,7040,f
42880,7040,f
43648,7040,f
46720,7040,f
47744,7040,s
18816,7296,s
19072,7296,s
19328,7296,s
19584,7296,s
35968,7296,f
42624,7296,f
42880,7296,f
43136,7296,f
43392,7296,f
43648,7296,f
43904,7296,f
44160,7296,f
46720,7296,f
47232,7296,s
47488,7296,s
47744,7296,s
18816,7552,s
19072,7552,s
19328,7552,s
19584,7552,s
19840,7552,s
35968,7552,f
42880,7552,f
43392,7552,f
43904,7552,f
44160,7552,f
45184,7552,f
46720,7552,f
46976,7552,f
47232,7552,s
47488,7552,s
47744,7552,s
48000,7552,s
19072,7808,s
19328,7808,s
19584,7808,s
19840,7808,s
20096,7808,s
23680,7808,f
35968,7808,f
36224,7808,f
36480,7808,f
36736,7808,f
43392,7808,f
44160,7808,f
44416,7808,f
46720,7808,s
46976,7808,f
47232,7808,s
47744,7808,s
48000,7808,s
19072,8064,s
19328,8064,s
19584,8064,s
19840,8064,s
20096,8064,s
21632,8064,f
33664,8064,f
35968,8064,s
36224,8064,s
36480,8064,s
36736,8064,s
43392,8064,f
44416,8064,f
44672,8064,f
46208,8064,s
46464,8064,s
46720,8064,s
46976,8064,f
47744,8064,f
48000,8064,s
18048,8320,f
19072,8320,s
19328,8320,s
19584,8320,s
19840,8320,s
20096,8320,s
20352,8320,s
33664,8320,f
33920,8320,f
36224,8320,s
