dim1,dim2,label
1408,128,a
3968,128,a
4224,128,a
4480,128,a
5248,128,a
5504,128,a
5760,128,a
6016,128,a
6272,128,a
6528,128,a
6784,128,a
7040,128,a
7296,128,a
7552,128,a
7808,128,a
8064,128,a
8320,128,a
8576,128,a
8832,128,a
9088,128,a
9344,128,a
9600,128,a
9856,128,a
10368,128,a
10624,128,a
10880,128,a
11136,128,a
11392,128,a
11648,128,a
11904,128,a
33920,128,a
34176,128,a
34432,128,a
34688,128,a
34944,128,a
35200,128,a
35456,128,a
35712,128,a
35968,128,a
36224,128,a
36992,128,a
37248,128,a
37504,128,a
37760,128,a
38016,128,a
38272,128,a
38528,128,a
38784,128,a
39040,128,a
39296,128,a
39552,128,a
39808,128,a
40064,128,a
40320,128,a
40576,128,a
40832,128,a
41088,128,a
41344,128,a
41600,128,a
41856,128,a
42112,128,a
42368,128,a
119168,128,a
125568,128,a
125824,128,a
131200,128,a
131456,128,a
131712,128,a
131968,128,a
132224,128,a
132480,128,a
132736,128,a
132992,128,a
133248,128,a
133504,128,a
133760,128,a
134016,128,a
134272,128,a
134528,128,a
134784,128,a
135040,128,a
135296,128,a
135552,128,a
135808,128,a
136064,128,a
136320,128,a
136576,128,a
136832,128,a
137088,128,a
137344,128,a
137600,128,a
137856,128,a
138112,128,a
6784,384,a
7552,384,a
7808,384,a
8064,384,a
8320,384,a
8576,384,a
8832,384,a
9088,384,a
9344,384,a
9600,384,a
9856,384,a
10112,384,a
10368,384,a
10624,384,a
33920,384,a
34176,384,a
34432,384,a
34688,384,a
34944,384,a
35200,384,a
35456,384,a
35712,384,a
35968,384,a
36224,384,a
36480,384,a
37248,384,a
37504,384,a
37760,384,a
38016,384,a
38272,384,a
38528,384,a
38784,384,a
39040,384,a
39296,384,a
39552,384,a
39808,384,a
40064,384,a
40320,384,a
40576,384,a
40832,384,a
41088,384,a
41344,384,a
41600,384,a
41856,384,a
88192,384,a
119168,384,a
125568,384,a
125824,384,a
131200,384,a
131456,384,a
131712,384,a
131968,384,a
132224,384,a
132480,384,a
132736,384,a
132992,384,a
133248,384,a
133504,384,a
133760,384,a
134016,384,a
134272,384,a
134528,384,a
134784,384,a
135040,384,a
135296,384,a
135552,384,a
135808,384,a
136064,384,a
136320,384,a
136576,384,a
136832,384,a
137088,384,a
137344,384,a
137600,384,a
137856,384,a
138112,384,a
128,640,a
4224,640,a
6528,640,a
6784,640,a
33920,640,a
34176,640,a
34432,640,a
34688,640,a
34944,640,a
35200,640,a
35456,640,a
35712,640,a
35968,640,a
36224,640,a
36480,640,a
36736,640,a
36992,640,a
37248,640,a
37504,640,a
37760,640,a
38016,640,a
38272,640,a
38528,640,a
38784,640,a
39040,640,a
39296,640,a
39552,640,a
39808,640,a
40064,640,a
40320,640,a
40576,640,a
40832,640,a
41088,640,a
41344,640,a
101504,640,a
101760,640,a
102016,640,a
116096,640,a
116864,640,a
125568,640,a
131968,640,a
132224,640,a
132480,640,a
132736,640,a
132992,640,a
133248,640,a
133504,640,a
133760,640,a
134016,640,a
134272,640,a
134528,640,a
134784,640,a
135040,640,a
135296,640,a
135552,640,a
135808,640,a
136064,640,a
136320,640,a
136576,640,a
136832,640,a
137088,640,a
137344,640,a
4224,896,a
6016,896,a
6272,896,a
33920,896,a
34176,896,a
34432,896,a
34688,896,a
34944,896,a
35200,896,a
35456,896,a
35712,896,a
35968,896,a
36224,896,a
36480,896,a
36736,896,a
36992,896,a
37248,896,a
37504,896,a
37760,896,a
38016,896,a
38272,896,a
38528,896,a
39040,896,a
39296,896,a
39552,896,a
39808,896,a
40064,896,a
40320,896,a
40576,896,a
40832,896,a
41088,896,a
101760,896,a
102016,896,a
133504,896,a
134528,896,a
134784,896,a
135040,896,a
135296,896,a
135552,896,a
135808,896,a
34176,1152,a
34432,1152,a
34688,1152,a
34944,1152,a
35200,1152,a
35456,1152,a
35712,1152,a
35968,1152,a
36224,1152,a
36480,1152,a
37248,1152,a
37504,1152,a
37760,1152,a
38016,1152,a
38272,1152,a
38784,1152,a
39040,1152,a
39296,1152,a
39552,1152,a
39808,1152,a
40064,1152,a
40320,1152,a
40576,1152,a
40832,1152,a
41088,1152,m
98176,1152,a
98432,1152,a
3200,1408,a
26752,1408,a
35200,1408,a
35456,1408,a
35712,1408,a
35968,1408,a
36224,1408,a
36480,1408,a
36736,1408,a
36992,1408,a
37760,1408,a
38016,1408,a
38272,1408,a
38528,1408,a
38784,1408,a
39040,1408,a
39296,1408,a
39552,1408,a
39808,1408,a
40064,1408,a
40320,1408,a
40576,1408,a
98176,1408,a
114816,1408,a
115072,1408,a
3712,1664,a
3968,1664,a
26496,1664,a
26752,1664,a
35456,1664,a
35712,1664,a
35968,1664,a
36224,1664,a
36480,1664,a
36992,1664,a
37248,1664,a
37504,1664,a
37760,1664,a
38016,1664,a
38272,1664,a
38528,1664,a
38784,1664,a
39040,1664,a
39296,1664,a
39552,1664,a
39808,1664,a
40064,1664,a
40320,1664,a
115328,1664,a
4224,1920,a
4480,1920,a
4736,1920,a
4992,1920,a
5248,1920,a
26496,1920,a
26752,1920,a
27008,1920,a
35968,1920,a
36224,1920,a
36992,1920,a
37248,1920,a
37504,1920,a
37760,1920,a
38016,1920,a
38272,1920,a
38528,1920,a
38784,1920,a
39040,1920,a
39296,1920,a
39552,1920,a
39808,1920,a
115328,1920,a
7552,2176,a
7808,2176,a
26752,2176,a
37248,2176,a
37504,2176,a
37760,2176,a
38016,2176,a
38272,2176,a
38528,2176,a
89216,2176,a
115328,2176,a
8576,2432,a
8832,2432,a
9088,2432,a
9856,2432,a
38016,2432,a
38272,2432,a
89728,2432,a
115328,2432,a
115584,2432,a
114816,2688,a
115328,3200,a
115328,3456,a
76672,3712,a
115072,3712,a
6272,3968,a
6528,3968,a
76416,3968,a
115840,3968,a
116096,3968,a
150400,3968,f
76416,4224,a
76672,4224,a
80256,4224,a
149120,4224,a
150400,4224,f
153216,4224,f
153472,4224,f
76416,4480,a
80256,4480,a
80512,4480,a
93568,4480,a
117120,4480,a
148864,4480,f
149120,4480,f
149376,4480,a
150144,4480,f
150656,4480,f
153216,4480,f
153472,4480,f
78208,4736,a
80512,4736,a
93824,4736,a
94080,4736,a
94848,4736,a
95104,4736,a
116864,4736,a
149376,4736,f
80512,4992,a
148352,4992,f
150144,4992,f
150400,4992,f
153984,4992,f
116864,5248,a
