dim1,dim2,label
39040,128,a
43136,128,a
89728,128,a
92544,128,a
43136,384,a
44160,384,a
43392,640,a
43648,640,a
44160,640,a
66432,640,a
39552,896,a
42368,896,a
42624,896,a
43392,896,a
43648,896,a
43904,896,a
44160,896,a
54400,896,a
54656,896,a
42112,1152,a
42368,1152,a
42624,1152,a
42880,1152,a
43136,1152,a
45184,1152,a
46976,1152,a
47232,1152,a
47488,1152,a
47744,1152,a
48000,1152,a
48256,1152,a
48512,1152,a
81024,1152,a
41856,1408,a
42112,1408,a
42368,1408,a
44160,1408,a
44416,1408,a
45184,1408,a
46720,1408,a
46976,1408,a
47232,1408,a
47488,1408,a
47744,1408,a
48000,1408,a
48256,1408,a
48512,1408,a
48768,1408,a
49024,1408,a
49280,1408,a
49536,1408,a
41600,1664,a
41856,1664,a
42112,1664,a
42368,1664,a
42624,1664,a
42880,1664,a
43136,1664,a
43392,1664,a
43648,1664,a
43904,1664,a
44160,1664,a
44416,1664,a
44928,1664,a
45184,1664,a
45440,1664,a
45696,1664,a
46720,1664,a
46976,1664,a
47232,1664,a
47488,1664,a
47744,1664,a
48000,1664,a
48256,1664,a
48512,1664,a
48768,1664,a
49024,1664,a
49280,1664,a
49536,1664,a
49792,1664,a
50048,1664,a
11648,1920,a
16256,1920,a
40576,1920,a
40832,1920,a
41088,1920,a
41344,1920,a
41600,1920,a
41856,1920,a
42112,1920,a
42368,1920,a
42624,1920,a
42880,1920,a
43136,1920,a
43392,1920,a
43648,1920,a
43904,1920,a
44160,1920,a
44672,1920,a
44928,1920,a
45184,1920,a
45440,1920,a
45696,1920,a
45952,1920,a
47232,1920,a
47488,1920,a
47744,1920,a
48000,1920,a
48256,1920,a
48512,1920,a
48768,1920,a
49024,1920,a
49280,1920,a
49536,1920,a
49792,1920,e
50048,1920,e
50304,1920,s
50560,1920,s
66432,1920,a
40064,2176,a
40320,2176,a
40576,2176,a
40832,2176,a
41088,2176,a
41344,2176,a
41600,2176,a
41856,2176,a
42112,2176,a
42368,2176,a
42624,2176,a
42880,2176,a
43136,2176,a
43392,2176,a
43648,2176,a
43904,2176,a
44160,2176,a
44416,2176,a
44672,2176,a
45184,2176,a
45440,2176,a
45696,2176,a
45952,2176,a
46208,2176,a
47232,2176,a
47488,2176,a
48768,2176,a
49024,2176,a
49280,2176,a
49536,2176,a
49792,2176,e
50048,2176,e
50304,2176,e
50560,2176,s
50816,2176,s
51072,2176,s
66432,2176,a
39552,2432,a
39808,2432,a
40064,2432,a
40320,2432,a
40576,2432,a
40832,2432,a
41088,2432,a
41344,2432,a
41600,2432,a
41856,2432,a
42112,2432,a
42368,2432,a
42624,2432,a
42880,2432,a
43136,2432,a
43392,2432,a
43648,2432,a
43904,2432,a
44160,2432,a
44672,2432,a
44928,2432,a
45184,2432,a
45440,2432,a
45696,2432,a
45952,2432,a
46208,2432,a
46464,2432,a
46720,2432,a
47488,2432,a
47744,2432,a
48000,2432,a
48256,2432,a
48512,2432,a
48768,2432,a
49024,2432,a
49280,2432,a
49536,2432,a
49792,2432,e
50048,2432,e
50304,2432,e
50560,2432,s
50816,2432,s
51072,2432,s
51328,2432,s
51584,2432,s
51840,2432,s
52096,2432,s
52352,2432,s
52608,2432,s
52864,2432,s
38784,2688,a
39040,2688,a
39296,2688,a
39552,2688,a
39808,2688,a
40064,2688,a
40320,2688,a
40576,2688,a
40832,2688,a
41088,2688,a
41344,2688,a
41600,2688,a
41856,2688,a
42112,2688,a
42368,2688,a
42624,2688,a
42880,2688,a
43136,2688,a
43392,2688,a
43648,2688,a
43904,2688,a
44160,2688,a
44672,2688,a
44928,2688,a
45184,2688,a
45440,2688,a
45696,2688,a
45952,2688,a
46208,2688,a
46464,2688,a
46720,2688,a
46976,2688,a
48000,2688,a
48256,2688,a
48512,2688,a
48768,2688,a
49024,2688,a
49280,2688,a
49536,2688,a
49792,2688,e
50048,2688,e
50304,2688,e
50560,2688,s
50816,2688,s
51072,2688,s
51328,2688,s
51584,2688,s
51840,2688,s
52096,2688,s
52352,2688,s
52608,2688,s
52864,2688,s
53120,2688,s
53376,2688,s
53632,2688,s
38272,2944,a
38528,2944,a
38784,2944,a
39040,2944,a
39296,2944,a
39552,2944,a
39808,2944,a
40064,2944,a
40320,2944,a
40576,2944,a
40832,2944,a
41088,2944,a
41344,2944,a
41600,2944,a
41856,2944,a
42112,2944,a
42368,2944,a
42624,2944,a
42880,2944,a
43136,2944,a
43392,2944,a
43648,2944,a
43904,2944,a
44672,2944,a
44928,2944,a
45184,2944,a
45440,2944,a
45696,2944,a
45952,2944,a
46208,2944,a
46464,2944,a
46720,2944,a
46976,2944,a
47232,2944,a
48256,2944,a
48512,2944,a
48768,2944,a
49024,2944,a
49280,2944,a
49536,2944,e
49792,2944,e
50048,2944,e
50304,2944,s
50560,2944,s
50816,2944,s
51072,2944,s
51328,2944,s
51584,2944,s
51840,2944,s
52096,2944,s
52352,2944,s
52608,2944,s
52864,2944,s
53120,2944,s
53376,2944,s
53632,2944,s
53888,2944,s
54144,2944,s
106880,2944,a
37504,3200,a
37760,3200,a
38016,3200,a
38272,3200,a
38528,3200,a
38784,3200,a
39040,3200,a
39296,3200,a
39552,3200,a
39808,3200,a
40064,3200,a
40320,3200,a
40576,3200,a
40832,3200,a
41088,3200,a
41344,3200,a
41600,3200,a
41856,3200,a
42624,3200,a
42880,3200,a
43136,3200,a
43392,3200,a
43648,3200,a
43904,3200,a
44416,3200,a
44672,3200,a
