dim1,dim2,label
80512,128,f
65664,384,f
65152,640,f
65408,640,f
65664,640,f
66176,640,f
66432,640,a
63360,896,f
64896,896,a
65152,896,f
65408,896,f
66688,896,f
63360,1152,f
63616,1152,f
63872,1152,f
64128,1152,a
64384,1152,a
64640,1152,a
64896,1152,a
66944,1152,f
81792,1152,f
40320,1408,f
66944,1408,f
29824,1664,f
40320,1664,f
40576,1664,f
84096,1664,f
84352,1664,f
84864,1664,f
85120,1664,f
63104,1920,f
84608,1920,f
84864,1920,f
47488,2176,f
83584,2176,f
83840,2176,f
84096,2176,f
84352,2176,f
47488,2432,f
83584,2432,f
56448,2688,f
58752,2688,f
59008,2688,f
74368,2688,f
74624,2688,f
56192,2944,f
56448,2944,f
50560,3200,f
50816,3200,f
56448,3200,f
78464,3200,f
50560,3456,f
50816,3456,f
78464,3456,f
50560,3712,f
71808,3712,f
72064,3712,f
53376,3968,f
71808,3968,f
53376,4224,f
81280,4736,f
15744,4992,s
31360,4992,f
81280,4992,f
15744,5248,s
16000,5248,s
16256,5248,s
15744,5504,s
16000,5504,s
16256,5504,s
16512,5504,s
16768,5504,s
41344,5504,f
41600,5504,f
16000,5760,s
16256,5760,s
16512,5760,s
16768,5760,s
17024,5760,s
41600,5760,f
11648,6016,s
11904,6016,s
12160,6016,s
12416,6016,s
12672,6016,s
12928,6016,s
13184,6016,s
13440,6016,s
13696,6016,s
15744,6016,s
16000,6016,s
16256,6016,s
16512,6016,s
16768,6016,s
17024,6016,s
17280,6016,s
17536,6016,s
10624,6272,e
10880,6272,e
11136,6272,e
11392,6272,e
11648,6272,s
11904,6272,s
12160,6272,s
12416,6272,s
12672,6272,s
12928,6272,s
13184,6272,s
13440,6272,s
13696,6272,s
13952,6272,s
14208,6272,e
14464,6272,e
14720,6272,e
14976,6272,s
15744,6272,s
16000,6272,s
16256,6272,s
16512,6272,s
16768,6272,s
17024,6272,s
17280,6272,s
17536,6272,s
17792,6272,s
18048,6272,s
18304,6272,s
32128,6272,f
10624,6528,e
10880,6528,e
11136,6528,e
11392,6528,e
11648,6528,e
11904,6528,s
12160,6528,s
12416,6528,s
12672,6528,s
12928,6528,s
13184,6528,s
13440,6528,s
13696,6528,s
13952,6528,s
14208,6528,e
14464,6528,e
14720,6528,e
14976,6528,e
16256,6528,s
16512,6528,s
16768,6528,s
17024,6528,s
17280,6528,s
17536,6528,s
17792,6528,s
18048,6528,s
18304,6528,s
18560,6528,s
32384,6528,f
10624,6784,e
10880,6784,e
11136,6784,e
11392,6784,e
11648,6784,e
11904,6784,s
12160,6784,s
12416,6784,s
12672,6784,s
12928,6784,s
13184,6784,s
13440,6784,s
13696,6784,s
13952,6784,s
14208,6784,s
14464,6784,e
14720,6784,e
14976,6784,s
16512,6784,s
16768,6784,s
17024,6784,s
17280,6784,s
17536,6784,s
17792,6784,s
18048,6784,s
18304,6784,s
18560,6784,s
18816,6784,s
32384,6784,f
42624,6784,f
10880,7040,e
11136,7040,e
11392,7040,e
11648,7040,e
11904,7040,s
12160,7040,s
12416,7040,s
12672,7040,s
12928,7040,s
13184,7040,s
13440,7040,s
13696,7040,s
13952,7040,s
14208,7040,s
14464,7040,s
14720,7040,s
16512,7040,s
16768,7040,s
17024,7040,s
17280,7040,s
17536,7040,s
17792,7040,s
18048,7040,s
18304,7040,s
18560,7040,s
18816,7040,s
19072,7040,s
42880,7040,f
11136,7296,e
11392,7296,s
11648,7296,s
11904,7296,s
12160,7296,s
12416,7296,s
12672,7296,s
12928,7296,s
13184,7296,s
13440,7296,s
13696,7296,s
13952,7296,s
14208,7296,s
14464,7296,s
14720,7296,s
14976,7296,s
16512,7296,s
16768,7296,s
17024,7296,s
17280,7296,s
17536,7296,s
17792,7296,s
18048,7296,s
18304,7296,s
18560,7296,s
18816,7296,s
19072,7296,s
19328,7296,s
33664,7296,f
43136,7296,f
76160,7296,f
9088,7552,a
10880,7552,s
11136,7552,s
11392,7552,s
11648,7552,s
11904,7552,s
12160,7552,s
12416,7552,s
12672,7552,s
12928,7552,s
13184,7552,e
13440,7552,e
13696,7552,s
13952,7552,s
14208,7552,s
14464,7552,s
14720,7552,s
14976,7552,s
15232,7552,s
16000,7552,s
16256,7552,s
16512,7552,s
16768,7552,s
17024,7552,s
17280,7552,s
17536,7552,s
17792,7552,s
18048,7552,s
18304,7552,s
18560,7552,s
18816,7552,s
19072,7552,s
19328,7552,s
19584,7552,s
19840,7552,s
20096,7552,s
43136,7552,f
43392,7552,f
61824,7552,f
67456,7552,f
11136,7808,s
11392,7808,s
11648,7808,s
11904,7808,s
12160,7808,s
12416,7808,s
12672,7808,e
12928,7808,e
13184,7808,e
13440,7808,e
13696,7808,e
13952,7808,e
14720,7808,s
15232,7808,s
15488,7808,s
15744,7808,s
16000,7808,s
16256,7808,s
16512,7808,s
16768,7808,s
17024,7808,s
17280,7808,e
17536,7808,e
17792,7808,e
18048,7808,e
18304,7808,e
18560,7808,e
18816,7808,s
19072,7808,s
19328,7808,s
19584,7808,s
19840,7808,s
20096,7808,s
43392,7808,f
53376,7808,f
11392,8064,s
12416,8064,e
12672,8064,e
12928,8064,e
13184,8064,e
13440,8064,e
13696,8064,e
13952,8064,e
14208,8064,s
14976,8064,s
15232,8064,s
15488,8064,s
15744,8064,s
16000,8064,s
16256,8064,s
16512,8064,s
16768,8064,s
17024,8064,e
17280,8064,e
17536,8064,e
17792,8064,e
18048,8064,e
18304,8064,e
18560,8064,e
18816,8064,e
19072,8064,s
19328,8064,s
19584,8064,s
19840,8064,s
20096,8064,s
20864,8064,e
21120,8064,e
21376,8064,e
21632,8064,e
21888,8064,e
22144,8064,e
23424,8064,e
43648,8064,f
11904,8320,e
12160,8320,e
12416,8320,e
12672,8320,e
12928,8320,e
13184,8320,e
13440,8320,e
13696,8320,e
13952,8320,s
14208,8320,s
14464,8320,s
14976,8320,s
15232,8320,s
15488,8320,s
15744,8320,s
16000,8320,s
16256,8320,s
16512,8320,s
16768,8320,s
17024,8320,e
17280,8320,e
17536,8320,e
17792,8320,e
18048,8320,e
18304,8320,e
18560,8320,e
18816,8320,e
19072,8320,e
19328,8320,s
19584,8320,s
20096,8320,s
20352,8320,s
20608,8320,e
20864,8320,e
21120,8320,e
21376,8320,e
21632,8320,e
21888,8320,e
22144,8320,e
22400,8320,s
23168,8320,e
23424,8320,e
23680,8320,e
23936,8320,e
24192,8320,e
24960,8320,e
25216,8320,e
25472,8320,s
31616,8320,s
36224,8320,f
36992,8320,f
37504,8320,f
37760,8320,f
38272,8320,f
39296,8320,f
40832,8320,f
11648,8576,e
11904,8576,e
12160,8576,e
12416,8576,e
12672,8576,e
12928,8576,e
13184,8576,e
13440,8576,e
13696,8576,e
13952,8576,s
14208,8576,s
14464,8576,s
14720,8576,s
14976,8576,s
15232,8576,s
15488,8576,s
15744,8576,s
16000,8576,s
16256,8576,s
16512,8576,s
16768,8576,s
17024,8576,e
17280,8576,e
17536,8576,e
17792,8576,e
18048,8576,e
18304,8576,e
18560,8576,e
18816,8576,e
19072,8576,e
19328,8576,e
19584,8576,s
20096,8576,s
20352,8576,s
20608,8576,e
20864,8576,e
21120,8576,e
21376,8576,e
21632,8576,e
21888,8576,e
22144,8576,e
22400,8576,s
22656,8576,s
22912,8576,s
23168,8576,e
23424,8576,e
23680,8576,e
23936,8576,e
24192,8576,e
24448,8576,e
24704,8576,e
24960,8576,e
25216,8576,e
25472,8576,s
25984,8576,s
31104,8576,s
31360,8576,s
31616,8576,s
31872,8576,s
43136,8576,f
43392,8576,f
43648,8576,f
43904,8576,f
52096,8576,f
11648,8832,e
11904,8832,e
12160,8832,e
12416,8832,e
12672,8832,e
12928,8832,e
13184,8832,e
13440,8832,e
13696,8832,e
13952,8832,s
14208,8832,s
14464,8832,s
14720,8832,s
14976,8832,s
15232,8832,s
15488,8832,s
15744,8832,s
16000,8832,s
16256,8832,s
16512,8832,s
16768,8832,s
17024,8832,s
17280,8832,e
17536,8832,e
17792,8832,e
18048,8832,e
18304,8832,e
18560,8832,e
18816,8832,e
19072,8832,e
19328,8832,e
19584,8832,s
19840,8832,s
20096,8832,s
20352,8832,s
20608,8832,e
20864,8832,e
21120,8832,e
21376,8832,e
21632,8832,e
21888,8832,e
22144,8832,e
22400,8832,s
22656,8832,s
22912,8832,s
23168,8832,e
23424,8832,e
23680,8832,e
23936,8832,e
24192,8832,e
24448,8832,e
24704,8832,e
24960,8832,e
25216,8832,e
25472,8832,s
25728,8832,s
25984,8832,s
30336,8832,s
30592,8832,s
31104,8832,s
