dim1,dim2,label
128,128,a
384,128,a
640,128,a
896,128,a
1152,128,a
1408,128,a
1664,128,a
1920,128,a
2176,128,a
2432,128,a
2688,128,a
2944,128,a
3200,128,a
3456,128,a
3712,128,a
3968,128,a
4224,128,a
4480,128,a
4736,128,a
4992,128,a
5248,128,a
5504,128,a
5760,128,a
6016,128,a
6272,128,a
6528,128,a
6784,128,a
7040,128,a
7296,128,a
7552,128,a
7808,128,a
8064,128,a
8320,128,a
8576,128,a
8832,128,a
9088,128,a
9344,128,a
9600,128,a
9856,128,a
10112,128,a
10368,128,a
10624,128,a
10880,128,a
11136,128,a
11392,128,a
11648,128,a
11904,128,a
12160,128,a
12416,128,a
12672,128,a
12928,128,a
13184,128,a
13440,128,a
13696,128,a
13952,128,a
14208,128,a
14464,128,a
14720,128,a
14976,128,a
15232,128,a
15488,128,a
15744,128,a
16000,128,a
16256,128,a
16512,128,a
16768,128,a
17024,128,a
17280,128,a
17536,128,a
17792,128,a
18048,128,a
18304,128,a
18560,128,a
18816,128,a
19072,128,a
19328,128,a
19584,128,a
19840,128,a
20096,128,a
20352,128,a
20608,128,a
20864,128,a
21120,128,a
21376,128,a
21632,128,a
21888,128,a
22144,128,a
22400,128,a
22656,128,a
22912,128,a
23168,128,a
23424,128,a
23680,128,a
23936,128,a
24192,128,a
24448,128,a
24704,128,a
24960,128,a
25216,128,a
25472,128,a
25728,128,a
25984,128,a
26240,128,a
26496,128,a
26752,128,a
27008,128,a
27264,128,a
27520,128,a
27776,128,a
28032,128,a
28288,128,a
28544,128,a
28800,128,a
29056,128,a
29312,128,a
29568,128,a
29824,128,a
30080,128,a
30336,128,a
30592,128,a
30848,128,a
31104,128,a
31360,128,a
31616,128,a
31872,128,a
32128,128,a
32384,128,a
32640,128,a
32896,128,a
33152,128,a
33408,128,a
33664,128,a
33920,128,a
34176,128,a
34432,128,a
34688,128,a
34944,128,a
35200,128,a
35456,128,a
35712,128,a
35968,128,a
36224,128,a
36480,128,a
36736,128,a
36992,128,a
37248,128,a
37504,128,a
37760,128,a
38016,128,a
38272,128,a
38528,128,a
38784,128,a
39040,128,a
39296,128,a
39552,128,a
39808,128,a
40064,128,a
40320,128,a
40576,128,a
40832,128,a
41088,128,a
41344,128,a
41600,128,a
41856,128,a
42112,128,a
42368,128,a
42624,128,a
42880,128,a
43136,128,a
43392,128,a
43648,128,a
43904,128,a
44160,128,a
44416,128,a
44672,128,a
44928,128,a
45184,128,a
45440,128,a
45696,128,a
47232,128,a
47488,128,a
47744,128,a
48000,128,a
48256,128,a
49536,128,a
51840,128,a
53120,128,a
54912,128,a
55168,128,a
55424,128,a
55936,128,a
56192,128,a
56448,128,a
56704,128,a
56960,128,a
57216,128,a
57472,128,a
57728,128,a
57984,128,a
58240,128,a
58496,128,a
58752,128,a
59008,128,a
59264,128,a
60032,128,a
60288,128,a
60544,128,a
61056,128,a
61312,128,a
61568,128,a
61824,128,a
62080,128,a
62336,128,a
62592,128,a
63104,128,a
63616,128,a
63872,128,a
64128,128,a
64384,128,a
65664,128,a
67200,128,a
68224,128,a
73856,128,a
74112,128,a
75648,128,a
76160,128,a
76672,128,a
78208,128,a
78464,128,a
78720,128,a
84864,128,a
85632,128,a
93568,128,a
97408,128,a
97664,128,a
112512,128,a
112768,128,a
121728,128,a
139904,128,a
140416,128,a
146816,128,a
147840,128,a
148096,128,a
148352,128,a
149632,128,a
150400,128,a
153728,128,a
154240,128,a
154496,128,a
154752,128,a
155008,128,a
155264,128,a
165248,128,a
165504,128,a
165760,128,a
177024,128,a
128,384,a
384,384,a
640,384,a
896,384,a
1152,384,a
1408,384,a
1664,384,a
1920,384,a
2176,384,a
2432,384,a
2688,384,a
2944,384,a
3200,384,a
3456,384,a
3712,384,a
3968,384,a
4224,384,a
4480,384,a
4736,384,a
4992,384,a
5248,384,a
5504,384,a
5760,384,a
6016,384,a
6272,384,a
6528,384,a
6784,384,a
7040,384,a
7296,384,a
7552,384,a
7808,384,a
8064,384,a
8320,384,a
8576,384,a
8832,384,a
9088,384,a
9344,384,a
9600,384,a
9856,384,a
10112,384,a
10368,384,a
10624,384,a
10880,384,a
11136,384,a
11392,384,a
11648,384,a
11904,384,a
12160,384,a
12416,384,a
12672,384,a
12928,384,a
13184,384,a
13440,384,a
13696,384,a
13952,384,a
14208,384,a
14464,384,a
14720,384,a
14976,384,a
15232,384,a
15488,384,a
15744,384,a
16000,384,a
16256,384,a
16512,384,a
16768,384,a
17024,384,a
17280,384,a
17536,384,a
17792,384,a
18048,384,a
18304,384,a
18560,384,a
18816,384,a
19072,384,a
19328,384,a
19584,384,a
19840,384,a
20096,384,a
20352,384,a
20608,384,a
20864,384,a
21120,384,a
21376,384,a
21632,384,a
21888,384,a
22144,384,a
22400,384,a
22656,384,a
22912,384,a
25472,384,a
26240,384,a
27008,384,a
27520,384,a
27776,384,a
29056,384,a
29312,384,a
29824,384,a
31360,384,a
32640,384,a
33664,384,a
35968,384,a
55168,384,a
55424,384,a
55936,384,a
56192,384,a
56448,384,a
56704,384,a
56960,384,a
57216,384,a
57472,384,a
57728,384,a
57984,384,a
58240,384,a
58496,384,a
58752,384,a
59008,384,a
59264,384,a
60032,384,a
60288,384,a
60544,384,a
60800,384,a
61056,384,a
61312,384,a
61568,384,a
61824,384,a
62080,384,a
64128,384,a
71808,384,a
73856,384,a
75648,384,a
75904,384,a
76672,384,a
76928,384,a
78464,384,a
78720,384,a
84608,384,a
84864,384,a
85120,384,a
85632,384,a
97408,384,a
97664,384,a
106112,384,a
139904,384,a
148096,384,a
177024,384,a
1152,640,a
2432,640,a
2688,640,a
6784,640,a
8832,640,a
11136,640,a
11904,640,a
12160,640,a
12416,640,a
12672,640,a
12928,640,a
13184,640,a
13440,640,a
13696,640,a
13952,640,a
14208,640,a
14464,640,a
14720,640,a
14976,640,a
15232,640,a
15488,640,a
15744,640,a
16000,640,a
16256,640,a
16512,640,a
16768,640,a
17024,640,a
17280,640,a
17536,640,a
17792,640,a
18048,640,a
18304,640,a
18560,640,a
18816,640,a
19072,640,a
19328,640,a
19584,640,a
48512,640,a
58496,640,a
58752,640,a
59008,640,a
59264,640,a
59520,640,a
60032,640,a
60288,640,a
62848,640,a
71296,640,a
73088,640,a
73600,640,a
76672,640,a
81792,640,a
82048,640,a
97408,640,a
97664,640,a
139904,640,a
148096,640,a
148352,640,a
2432,896,a
2688,896,a
6016,896,a
7808,896,a
8832,896,a
11136,896,a
11904,896,a
12160,896,a
12416,896,a
12672,896,a
12928,896,a
13184,896,a
13440,896,a
13696,896,a
16000,896,a
16256,896,a
16512,896,a
16768,896,a
17024,896,a
17280,896,a
17536,896,a
18048,896,a
43904,896,a
48512,896,a
59520,896,a
80768,896,a
81024,896,a
97408,896,a
97664,896,a
139904,896,a
140160,896,a
140672,896,a
146816,896,a
6016,1152,a
7552,1152,a
7808,1152,a
13184,1152,a
13440,1152,a
13696,1152,a
29312,1152,a
29568,1152,a
57984,1152,a
69760,1152,a
96896,1152,a
97152,1152,a
97408,1152,a
97664,1152,a
140160,1152,a
144512,1152,a
144768,1152,a
145280,1152,a
145536,1152,a
146304,1152,a
146816,1152,a
147072,1152,a
150400,1152,a
7808,1408,a
18560,1408,a
18816,1408,a
43136,1408,a
53376,1408,a
69760,1408,a
70016,1408,a
97664,1408,a
139904,1408,a
140160,1408,a
140672,1408,a
140928,1408,a
141184,1408,a
141440,1408,a
141696,1408,a
144512,1408,a
144768,1408,a
145024,1408,a
145280,1408,a
145536,1408,a
146048,1408,a
146304,1408,a
147328,1408,a
148096,1408,a
18560,1664,a
20096,1664,a
55424,1664,a
69760,1664,a
97664,1664,a
136576,1664,a
139904,1664,a
140160,1664,a
140672,1664,a
141184,1664,a
143488,1664,a
144000,1664,a
144256,1664,a
144512,1664,a
144768,1664,a
145024,1664,a
145280,1664,a
145536,1664,a
145792,1664,a
13184,1920,a
13440,1920,a
55424,1920,a
69760,1920,a
97664,1920,a
139904,1920,a
140160,1920,a
140672,1920,a
140928,1920,a
141184,1920,a
141440,1920,a
141696,1920,a
141952,1920,a
142208,1920,a
142464,1920,a
143232,1920,a
143488,1920,a
143744,1920,a
144000,1920,a
144256,1920,a
144512,1920,a
144768,1920,a
145024,1920,a
145280,1920,a
145792,1920,a
13440,2176,a
35968,2176,a
36480,2176,a
36736,2176,a
36992,2176,a
37248,2176,a
97664,2176,a
140160,2176,a
140672,2176,a
141952,2176,a
142208,2176,a
142720,2176,a
143232,2176,a
143488,2176,a
143744,2176,a
144000,2176,a
144256,2176,a
144512,2176,a
144768,2176,a
145024,2176,a
145280,2176,a
145536,2176,a
145792,2176,a
146048,2176,a
175744,2176,a
32128,2432,a
32384,2432,a
32640,2432,a
32896,2432,a
33152,2432,a
33408,2432,a
33664,2432,a
33920,2432,a
34176,2432,a
34432,2432,a
34688,2432,a
34944,2432,a
35200,2432,a
35456,2432,a
35712,2432,a
35968,2432,a
36224,2432,a
36480,2432,a
36736,2432,a
97664,2432,a
97920,2432,a
100992,2432,a
138112,2432,a
139904,2432,a
140160,2432,a
140672,2432,a
141952,2432,a
143488,2432,a
143744,2432,a
144000,2432,a
144256,2432,a
144512,2432,a
144768,2432,a
145024,2432,a
145280,2432,a
175488,2432,a
175744,2432,a
26752,2688,a
29312,2688,a
32128,2688,a
32384,2688,a
32896,2688,a
33664,2688,a
34432,2688,a
34688,2688,a
34944,2688,a
35200,2688,a
97664,2688,a
97920,2688,a
100736,2688,a
100992,2688,a
138112,2688,a
139904,2688,a
140160,2688,a
140672,2688,a
141440,2688,a
141696,2688,a
141952,2688,a
142208,2688,a
142720,2688,a
143232,2688,a
143488,2688,a
143744,2688,a
144000,2688,a
144256,2688,a
144768,2688,a
145024,2688,a
145280,2688,a
145536,2688,a
145792,2688,a
146048,2688,a
146304,2688,a
146560,2688,a
147072,2688,a
147328,2688,a
147584,2688,a
175488,2688,a
175744,2688,a
97664,2944,a
97920,2944,a
138112,2944,a
139904,2944,a
140160,2944,a
140416,2944,a
140672,2944,a
143488,2944,a
143744,2944,a
145024,2944,a
145280,2944,a
145536,2944,a
145792,2944,a
146048,2944,a
175232,2944,a
175488,2944,a
175744,2944,a
896,3200,a
1664,3200,a
2432,3200,a
2688,3200,a
6016,3200,a
6272,3200,a
97664,3200,a
97920,3200,a
138112,3200,a
139904,3200,a
140160,3200,a
140672,3200,a
143488,3200,a
169088,3200,a
175488,3200,a
175744,3200,a
896,3456,a
1664,3456,a
2688,3456,a
94080,3456,a
